purity	dp	power	k	ploidy	error_rate
0.2	84	0.00023	18	4.0	0.15
0.2	85	0.00025	18	4.0	0.15
0.2	86	0.00028	18	4.0	0.15
0.2	87	0.0003	18	4.0	0.15
0.2	88	0.00034	18	4.0	0.15
0.2	89	0.00037	18	4.0	0.15
0.2	90	0.00042	18	4.0	0.15
0.2	91	0.00026	19	4.0	0.15
0.2	92	0.00028	19	4.0	0.15
0.2	93	0.0003	19	4.0	0.15
0.2	94	0.00032	19	4.0	0.15
0.2	95	0.00035	19	4.0	0.15
0.2	96	0.00038	19	4.0	0.15
0.2	97	0.00042	19	4.0	0.15
0.2	98	0.00046	19	4.0	0.15
0.2	99	0.00051	19	4.0	0.15
0.3	1	0.0	2	4.0	0.15
0.3	2	0.0	3	4.0	0.15
0.3	3	0.0	4	4.0	0.15
0.3	4	0.0	5	4.0	0.15
0.3	5	2e-05	5	4.0	0.15
0.3	6	0.0	6	4.0	0.15
0.3	7	2e-05	6	4.0	0.15
0.3	8	5e-05	6	4.0	0.15
0.3	9	1e-05	7	4.0	0.15
0.3	10	3e-05	7	4.0	0.15
0.3	11	6e-05	7	4.0	0.15
0.3	12	0.00013	7	4.0	0.15
0.3	13	3e-05	8	4.0	0.15
0.3	14	6e-05	8	4.0	0.15
0.3	15	0.0001	8	4.0	0.15
0.3	16	0.00017	8	4.0	0.15
0.3	17	6e-05	9	4.0	0.15
0.3	18	9e-05	9	4.0	0.15
0.3	19	0.00014	9	4.0	0.15
0.3	20	0.0002	9	4.0	0.15
0.3	21	0.0003	9	4.0	0.15
0.3	22	0.00013	10	4.0	0.15
0.3	23	0.00017	10	4.0	0.15
0.3	24	0.00023	10	4.0	0.15
0.3	25	0.0003	10	4.0	0.15
0.3	26	0.00041	10	4.0	0.15
0.3	27	0.00056	10	4.0	0.15
0.3	28	0.00027	11	4.0	0.15
0.3	29	0.00033	11	4.0	0.15
0.3	30	0.00042	11	4.0	0.15
0.3	31	0.00053	11	4.0	0.15
0.3	32	0.00067	11	4.0	0.15
0.3	33	0.00086	11	4.0	0.15
0.3	34	0.00109	11	4.0	0.15
0.3	35	0.00056	12	4.0	0.15
0.3	36	0.00066	12	4.0	0.15
0.3	37	0.00079	12	4.0	0.15
0.3	38	0.00096	12	4.0	0.15
0.3	39	0.00117	12	4.0	0.15
0.3	40	0.00143	12	4.0	0.15
0.3	41	0.00175	12	4.0	0.15
0.3	42	0.00097	13	4.0	0.15
0.3	43	0.00112	13	4.0	0.15
0.3	44	0.0013	13	4.0	0.15
0.3	45	0.00152	13	4.0	0.15
0.3	46	0.00179	13	4.0	0.15
0.3	47	0.00212	13	4.0	0.15
0.3	48	0.0025	13	4.0	0.15
0.3	49	0.00154	14	4.0	0.15
0.3	50	0.00172	14	4.0	0.15
0.3	51	0.00194	14	4.0	0.15
0.3	52	0.00221	14	4.0	0.15
0.3	53	0.00252	14	4.0	0.15
0.3	54	0.0029	14	4.0	0.15
0.3	55	0.00335	14	4.0	0.15
0.3	56	0.00386	14	4.0	0.15
0.3	57	0.0025	15	4.0	0.15
0.3	58	0.00275	15	4.0	0.15
0.3	59	0.00304	15	4.0	0.15
0.3	60	0.00339	15	4.0	0.15
0.3	61	0.0038	15	4.0	0.15
0.3	62	0.00429	15	4.0	0.15
0.3	63	0.00484	15	4.0	0.15
0.3	64	0.00548	15	4.0	0.15
0.3	65	0.00378	16	4.0	0.15
0.3	66	0.00408	16	4.0	0.15
0.3	67	0.00445	16	4.0	0.15
0.3	68	0.00487	16	4.0	0.15
0.3	69	0.00537	16	4.0	0.15
0.3	70	0.00595	16	4.0	0.15
0.3	71	0.0066	16	4.0	0.15
0.3	72	0.00735	16	4.0	0.15
0.3	73	0.00543	17	4.0	0.15
0.3	74	0.00578	17	4.0	0.15
0.3	75	0.00619	17	4.0	0.15
0.3	76	0.00668	17	4.0	0.15
0.3	77	0.00725	17	4.0	0.15
0.3	78	0.0079	17	4.0	0.15
0.3	79	0.00864	17	4.0	0.15
0.3	80	0.00947	17	4.0	0.15
0.3	81	0.01041	17	4.0	0.15
0.3	82	0.00791	18	4.0	0.15
0.3	83	0.00836	18	4.0	0.15
0.3	84	0.00889	18	4.0	0.15
0.3	85	0.0095	18	4.0	0.15
0.3	86	0.0102	18	4.0	0.15
0.3	87	0.01099	18	4.0	0.15
0.3	88	0.01189	18	4.0	0.15
0.3	89	0.0129	18	4.0	0.15
0.3	90	0.01401	18	4.0	0.15
0.3	91	0.01106	19	4.0	0.15
0.3	92	0.01159	19	4.0	0.15
0.3	93	0.01221	19	4.0	0.15
0.3	94	0.01293	19	4.0	0.15
0.3	95	0.01375	19	4.0	0.15
0.3	96	0.01468	19	4.0	0.15
0.3	97	0.01572	19	4.0	0.15
0.3	98	0.01688	19	4.0	0.15
0.3	99	0.01816	19	4.0	0.15
0.4	1	0.0	2	4.0	0.15
0.4	2	0.0	3	4.0	0.15
0.4	3	0.0	4	4.0	0.15
0.4	4	0.0	5	4.0	0.15
0.4	5	6e-05	5	4.0	0.15
0.4	6	1e-05	6	4.0	0.15
0.4	7	6e-05	6	4.0	0.15
0.4	8	0.00018	6	4.0	0.15
0.4	9	5e-05	7	4.0	0.15
0.4	10	0.00011	7	4.0	0.15
0.4	11	0.00025	7	4.0	0.15
0.4	12	0.0005	7	4.0	0.15
0.4	13	0.00016	8	4.0	0.15
0.4	14	0.00028	8	4.0	0.15
0.4	15	0.00047	8	4.0	0.15
0.4	16	0.00078	8	4.0	0.15
0.4	17	0.00034	9	4.0	0.15
0.4	18	0.00048	9	4.0	0.15
0.4	19	0.0007	9	4.0	0.15
0.4	20	0.00101	9	4.0	0.15
0.4	21	0.00147	9	4.0	0.15
0.4	22	0.00077	10	4.0	0.15
0.4	23	0.00098	10	4.0	0.15
0.4	24	0.00128	10	4.0	0.15
0.4	25	0.00169	10	4.0	0.15
0.4	26	0.00224	10	4.0	0.15
0.4	27	0.00296	10	4.0	0.15
0.4	28	0.00173	11	4.0	0.15
0.4	29	0.00207	11	4.0	0.15
0.4	30	0.00253	11	4.0	0.15
0.4	31	0.00312	11	4.0	0.15
0.4	32	0.00389	11	4.0	0.15
0.4	33	0.00485	11	4.0	0.15
0.4	34	0.00603	11	4.0	0.15
0.4	35	0.00369	12	4.0	0.15
0.4	36	0.00427	12	4.0	0.15
0.4	37	0.00502	12	4.0	0.15
0.4	38	0.00595	12	4.0	0.15
0.4	39	0.00709	12	4.0	0.15
0.4	40	0.00847	12	4.0	0.15
0.4	41	0.01011	12	4.0	0.15
0.4	42	0.00669	13	4.0	0.15
0.4	43	0.00752	13	4.0	0.15
0.4	44	0.00855	13	4.0	0.15
0.4	45	0.0098	13	4.0	0.15
0.4	46	0.01129	13	4.0	0.15
0.4	47	0.01305	13	4.0	0.15
0.4	48	0.0151	13	4.0	0.15
0.4	49	0.01095	14	4.0	0.15
0.4	50	0.01197	14	4.0	0.15
0.4	51	0.01323	14	4.0	0.15
0.4	52	0.01473	14	4.0	0.15
0.4	53	0.01651	14	4.0	0.15
0.4	54	0.01858	14	4.0	0.15
0.4	55	0.02096	14	4.0	0.15
0.4	56	0.02368	14	4.0	0.15
0.4	57	0.01793	15	4.0	0.15
0.4	58	0.01931	15	4.0	0.15
0.4	59	0.02097	15	4.0	0.15
0.4	60	0.02293	15	4.0	0.15
0.4	61	0.02521	15	4.0	0.15
0.4	62	0.02781	15	4.0	0.15
0.4	63	0.03077	15	4.0	0.15
0.4	64	0.03409	15	4.0	0.15
0.4	65	0.02727	16	4.0	0.15
0.4	66	0.02892	16	4.0	0.15
0.4	67	0.03091	16	4.0	0.15
0.4	68	0.03324	16	4.0	0.15
0.4	69	0.03594	16	4.0	0.15
0.4	70	0.039	16	4.0	0.15
0.4	71	0.04244	16	4.0	0.15
0.4	72	0.04627	16	4.0	0.15
0.4	73	0.03933	17	4.0	0.15
0.4	74	0.04112	17	4.0	0.15
0.4	75	0.0433	17	4.0	0.15
0.4	76	0.04587	17	4.0	0.15
0.4	77	0.04884	17	4.0	0.15
0.4	78	0.05222	17	4.0	0.15
0.4	79	0.05601	17	4.0	0.15
0.4	80	0.06021	17	4.0	0.15
0.4	81	0.06484	17	4.0	0.15
0.4	82	0.05636	18	4.0	0.15
0.4	83	0.05852	18	4.0	0.15
0.4	84	0.06114	18	4.0	0.15
0.4	85	0.0642	18	4.0	0.15
0.4	86	0.06771	18	4.0	0.15
0.4	87	0.07167	18	4.0	0.15
0.4	88	0.07608	18	4.0	0.15
0.4	89	0.08093	18	4.0	0.15
0.4	90	0.08623	18	4.0	0.15
0.4	91	0.07723	19	4.0	0.15
0.4	92	0.0796	19	4.0	0.15
0.4	93	0.08249	19	4.0	0.15
0.4	94	0.08589	19	4.0	0.15
0.4	95	0.08979	19	4.0	0.15
0.4	96	0.09418	19	4.0	0.15
0.4	97	0.09905	19	4.0	0.15
0.4	98	0.10439	19	4.0	0.15
0.4	99	0.1102	19	4.0	0.15
0.5	1	0.0	2	4.0	0.15
0.5	2	0.0	3	4.0	0.15
0.5	3	0.0	4	4.0	0.15
0.5	4	0.0	5	4.0	0.15
0.5	5	0.00013	5	4.0	0.15
0.5	6	3e-05	6	4.0	0.15
0.5	7	0.00014	6	4.0	0.15
0.5	8	0.00044	6	4.0	0.15
0.5	9	0.00013	7	4.0	0.15
0.5	10	0.00031	7	4.0	0.15
0.5	11	0.00066	7	4.0	0.15
0.5	12	0.00129	7	4.0	0.15
0.5	13	0.00049	8	4.0	0.15
0.5	14	0.00082	8	4.0	0.15
0.5	15	0.00136	8	4.0	0.15
0.5	16	0.0022	8	4.0	0.15
0.5	17	0.0011	9	4.0	0.15
0.5	18	0.00153	9	4.0	0.15
0.5	19	0.00217	9	4.0	0.15
0.5	20	0.0031	9	4.0	0.15
0.5	21	0.00438	9	4.0	0.15
0.5	22	0.00263	10	4.0	0.15
0.5	23	0.00328	10	4.0	0.15
0.5	24	0.00419	10	4.0	0.15
0.5	25	0.00542	10	4.0	0.15
0.5	26	0.00704	10	4.0	0.15
0.5	27	0.00912	10	4.0	0.15
0.5	28	0.00603	11	4.0	0.15
0.5	29	0.00709	11	4.0	0.15
0.5	30	0.00849	11	4.0	0.15
0.5	31	0.0103	11	4.0	0.15
0.5	32	0.01256	11	4.0	0.15
0.5	33	0.01535	11	4.0	0.15
0.5	34	0.01871	11	4.0	0.15
0.5	35	0.01291	12	4.0	0.15
0.5	36	0.01469	12	4.0	0.15
0.5	37	0.01694	12	4.0	0.15
0.5	38	0.01971	12	4.0	0.15
0.5	39	0.02303	12	4.0	0.15
0.5	40	0.02697	12	4.0	0.15
0.5	41	0.03155	12	4.0	0.15
0.5	42	0.02341	13	4.0	0.15
0.5	43	0.02585	13	4.0	0.15
0.5	44	0.02887	13	4.0	0.15
0.5	45	0.03249	13	4.0	0.15
0.5	46	0.03675	13	4.0	0.15
0.5	47	0.04168	13	4.0	0.15
0.5	48	0.04731	13	4.0	0.15
0.5	49	0.03817	14	4.0	0.15
0.5	50	0.04104	14	4.0	0.15
0.5	51	0.04458	14	4.0	0.15
0.5	52	0.04881	14	4.0	0.15
0.5	53	0.05375	14	4.0	0.15
0.5	54	0.05941	14	4.0	0.15
0.5	55	0.06581	14	4.0	0.15
0.5	56	0.07296	14	4.0	0.15
0.5	57	0.06107	15	4.0	0.15
0.5	58	0.06472	15	4.0	0.15
0.5	59	0.06916	15	4.0	0.15
0.5	60	0.0744	15	4.0	0.15
0.5	61	0.08042	15	4.0	0.15
0.5	62	0.08723	15	4.0	0.15
0.5	63	0.09481	15	4.0	0.15
0.5	64	0.10317	15	4.0	0.15
0.5	65	0.09051	16	4.0	0.15
0.5	66	0.09458	16	4.0	0.15
0.5	67	0.09956	16	4.0	0.15
0.5	68	0.10542	16	4.0	0.15
0.5	69	0.11216	16	4.0	0.15
0.5	70	0.11974	16	4.0	0.15
0.5	71	0.12813	16	4.0	0.15
0.5	72	0.13731	16	4.0	0.15
0.5	73	0.1269	17	4.0	0.15
0.5	74	0.13083	17	4.0	0.15
0.5	75	0.13582	17	4.0	0.15
0.5	76	0.14182	17	4.0	0.15
0.5	77	0.14878	17	4.0	0.15
0.5	78	0.15665	17	4.0	0.15
0.5	79	0.16539	17	4.0	0.15
0.5	80	0.17495	17	4.0	0.15
0.5	81	0.18529	17	4.0	0.15
0.5	82	0.174	18	4.0	0.15
0.5	83	0.17831	18	4.0	0.15
0.5	84	0.18379	18	4.0	0.15
0.5	85	0.19037	18	4.0	0.15
0.5	86	0.19796	18	4.0	0.15
0.5	87	0.2065	18	4.0	0.15
0.5	88	0.21593	18	4.0	0.15
0.5	89	0.22617	18	4.0	0.15
0.5	90	0.23717	18	4.0	0.15
0.5	91	0.2278	19	4.0	0.15
0.5	92	0.23195	19	4.0	0.15
0.5	93	0.23739	19	4.0	0.15
0.5	94	0.24401	19	4.0	0.15
0.5	95	0.25171	19	4.0	0.15
0.5	96	0.26041	19	4.0	0.15
0.5	97	0.27001	19	4.0	0.15
0.5	98	0.28044	19	4.0	0.15
0.5	99	0.29161	19	4.0	0.15
0.6	1	0.0	2	4.0	0.15
0.6	2	0.0	3	4.0	0.15
0.6	3	0.0	4	4.0	0.15
0.6	4	0.0	5	4.0	0.15
0.6	5	0.00023	5	4.0	0.15
0.6	6	6e-05	6	4.0	0.15
0.6	7	0.00027	6	4.0	0.15
0.6	8	0.00086	6	4.0	0.15
0.6	9	0.00029	7	4.0	0.15
0.6	10	0.00065	7	4.0	0.15
0.6	11	0.00138	7	4.0	0.15
0.6	12	0.00265	7	4.0	0.15
0.6	13	0.00112	8	4.0	0.15
0.6	14	0.00184	8	4.0	0.15
0.6	15	0.00299	8	4.0	0.15
0.6	16	0.00474	8	4.0	0.15
0.6	17	0.00264	9	4.0	0.15
0.6	18	0.0036	9	4.0	0.15
0.6	19	0.00502	9	4.0	0.15
0.6	20	0.00702	9	4.0	0.15
0.6	21	0.00973	9	4.0	0.15
0.6	22	0.00646	10	4.0	0.15
0.6	23	0.00791	10	4.0	0.15
0.6	24	0.00992	10	4.0	0.15
0.6	25	0.01261	10	4.0	0.15
0.6	26	0.01607	10	4.0	0.15
0.6	27	0.02043	10	4.0	0.15
0.6	28	0.01482	11	4.0	0.15
0.6	29	0.01713	11	4.0	0.15
0.6	30	0.02018	11	4.0	0.15
0.6	31	0.02406	11	4.0	0.15
0.6	32	0.02884	11	4.0	0.15
0.6	33	0.03461	11	4.0	0.15
0.6	34	0.04144	11	4.0	0.15
0.6	35	0.03118	12	4.0	0.15
0.6	36	0.03494	12	4.0	0.15
0.6	37	0.03965	12	4.0	0.15
0.6	38	0.04537	12	4.0	0.15
0.6	39	0.05215	12	4.0	0.15
0.6	40	0.06003	12	4.0	0.15
0.6	41	0.06903	12	4.0	0.15
0.6	42	0.05549	13	4.0	0.15
0.6	43	0.06038	13	4.0	0.15
0.6	44	0.06642	13	4.0	0.15
0.6	45	0.0736	13	4.0	0.15
0.6	46	0.08194	13	4.0	0.15
0.6	47	0.09144	13	4.0	0.15
0.6	48	0.10209	13	4.0	0.15
0.6	49	0.08857	14	4.0	0.15
0.6	50	0.09392	14	4.0	0.15
0.6	51	0.1006	14	4.0	0.15
0.6	52	0.10857	14	4.0	0.15
0.6	53	0.1178	14	4.0	0.15
0.6	54	0.12825	14	4.0	0.15
0.6	55	0.13987	14	4.0	0.15
0.6	56	0.15262	14	4.0	0.15
0.6	57	0.13652	15	4.0	0.15
0.6	58	0.14283	15	4.0	0.15
0.6	59	0.15064	15	4.0	0.15
0.6	60	0.15985	15	4.0	0.15
0.6	61	0.1704	15	4.0	0.15
0.6	62	0.18219	15	4.0	0.15
0.6	63	0.19514	15	4.0	0.15
0.6	64	0.20916	15	4.0	0.15
0.6	65	0.19465	16	4.0	0.15
0.6	66	0.201	16	4.0	0.15
0.6	67	0.20903	16	4.0	0.15
0.6	68	0.21859	16	4.0	0.15
0.6	69	0.22956	16	4.0	0.15
0.6	70	0.24181	16	4.0	0.15
0.6	71	0.25521	16	4.0	0.15
0.6	72	0.26966	16	4.0	0.15
0.6	73	0.2621	17	4.0	0.15
0.6	74	0.26734	17	4.0	0.15
0.6	75	0.27451	17	4.0	0.15
0.6	76	0.28339	17	4.0	0.15
0.6	77	0.29381	17	4.0	0.15
0.6	78	0.30558	17	4.0	0.15
0.6	79	0.31856	17	4.0	0.15
0.6	80	0.3326	17	4.0	0.15
0.6	81	0.34756	17	4.0	0.15
0.6	82	0.34118	18	4.0	0.15
0.6	83	0.34626	18	4.0	0.15
0.6	84	0.35335	18	4.0	0.15
0.6	85	0.36217	18	4.0	0.15
0.6	86	0.37252	18	4.0	0.15
0.6	87	0.38418	18	4.0	0.15
0.6	88	0.39699	18	4.0	0.15
0.6	89	0.41077	18	4.0	0.15
0.6	90	0.42537	18	4.0	0.15
0.6	91	0.42405	19	4.0	0.15
0.6	92	0.4281	19	4.0	0.15
0.6	93	0.43423	19	4.0	0.15
0.6	94	0.44215	19	4.0	0.15
0.6	95	0.45161	19	4.0	0.15
0.6	96	0.46237	19	4.0	0.15
0.6	97	0.47424	19	4.0	0.15
0.6	98	0.48703	19	4.0	0.15
0.6	99	0.50058	19	4.0	0.15
0.7	1	0.0	2	4.0	0.15
0.7	2	0.0	3	4.0	0.15
0.7	3	0.0	4	4.0	0.15
0.7	4	0.0	5	4.0	0.15
0.7	5	0.00037	5	4.0	0.15
0.7	6	0.0001	6	4.0	0.15
0.7	7	0.00047	6	4.0	0.15
0.7	8	0.00146	6	4.0	0.15
0.7	9	0.00053	7	4.0	0.15
0.7	10	0.00119	7	4.0	0.15
0.7	11	0.00245	7	4.0	0.15
0.7	12	0.00464	7	4.0	0.15
0.7	13	0.00213	8	4.0	0.15
0.7	14	0.00344	8	4.0	0.15
0.7	15	0.00551	8	4.0	0.15
0.7	16	0.00858	8	4.0	0.15
0.7	17	0.00518	9	4.0	0.15
0.7	18	0.00695	9	4.0	0.15
0.7	19	0.00952	9	4.0	0.15
0.7	20	0.0131	9	4.0	0.15
0.7	21	0.01787	9	4.0	0.15
0.7	22	0.01278	10	4.0	0.15
0.7	23	0.01541	10	4.0	0.15
0.7	24	0.01904	10	4.0	0.15
0.7	25	0.02381	10	4.0	0.15
0.7	26	0.02987	10	4.0	0.15
0.7	27	0.03735	10	4.0	0.15
0.7	28	0.02903	11	4.0	0.15
0.7	29	0.03308	11	4.0	0.15
0.7	30	0.0384	11	4.0	0.15
0.7	31	0.0451	11	4.0	0.15
0.7	32	0.05325	11	4.0	0.15
0.7	33	0.06293	11	4.0	0.15
0.7	34	0.07417	11	4.0	0.15
0.7	35	0.05951	12	4.0	0.15
0.7	36	0.06578	12	4.0	0.15
0.7	37	0.07363	12	4.0	0.15
0.7	38	0.08307	12	4.0	0.15
0.7	39	0.09412	12	4.0	0.15
0.7	40	0.10675	12	4.0	0.15
0.7	41	0.12093	12	4.0	0.15
0.7	42	0.10302	13	4.0	0.15
0.7	43	0.11071	13	4.0	0.15
0.7	44	0.12022	13	4.0	0.15
0.7	45	0.13148	13	4.0	0.15
0.7	46	0.14441	13	4.0	0.15
0.7	47	0.15893	13	4.0	0.15
0.7	48	0.17494	13	4.0	0.15
0.7	49	0.15967	14	4.0	0.15
0.7	50	0.16739	14	4.0	0.15
0.7	51	0.1772	14	4.0	0.15
0.7	52	0.18895	14	4.0	0.15
0.7	53	0.20248	14	4.0	0.15
0.7	54	0.21763	14	4.0	0.15
0.7	55	0.23425	14	4.0	0.15
0.7	56	0.2522	14	4.0	0.15
0.7	57	0.23595	15	4.0	0.15
0.7	58	0.24429	15	4.0	0.15
0.7	59	0.2549	15	4.0	0.15
0.7	60	0.2675	15	4.0	0.15
0.7	61	0.28188	15	4.0	0.15
0.7	62	0.29781	15	4.0	0.15
0.7	63	0.31509	15	4.0	0.15
0.7	64	0.33353	15	4.0	0.15
0.7	65	0.32239	16	4.0	0.15
0.7	66	0.32983	16	4.0	0.15
0.7	67	0.33972	16	4.0	0.15
0.7	68	0.35172	16	4.0	0.15
0.7	69	0.36552	16	4.0	0.15
0.7	70	0.38086	16	4.0	0.15
0.7	71	0.39749	16	4.0	0.15
0.7	72	0.41518	16	4.0	0.15
0.7	73	0.41568	17	4.0	0.15
0.7	74	0.42065	17	4.0	0.15
0.7	75	0.42835	17	4.0	0.15
0.7	76	0.43836	17	4.0	0.15
0.7	77	0.4503	17	4.0	0.15
0.7	78	0.46385	17	4.0	0.15
0.7	79	0.47871	17	4.0	0.15
0.7	80	0.49464	17	4.0	0.15
0.7	81	0.5114	17	4.0	0.15
0.7	82	0.51431	18	4.0	0.15
0.7	83	0.51843	18	4.0	0.15
0.7	84	0.52519	18	4.0	0.15
0.7	85	0.53414	18	4.0	0.15
0.7	86	0.54488	18	4.0	0.15
0.7	87	0.55707	18	4.0	0.15
0.7	88	0.57042	18	4.0	0.15
0.7	89	0.58468	18	4.0	0.15
0.7	90	0.59961	18	4.0	0.15
0.7	91	0.60858	19	4.0	0.15
0.7	92	0.61095	19	4.0	0.15
0.7	93	0.6159	19	4.0	0.15
0.7	94	0.62296	19	4.0	0.15
0.7	95	0.63173	19	4.0	0.15
0.7	96	0.64186	19	4.0	0.15
0.7	97	0.65306	19	4.0	0.15
0.7	98	0.66508	19	4.0	0.15
0.7	99	0.67769	19	4.0	0.15
0.8	1	0.0	2	4.0	0.15
0.8	2	0.0	3	4.0	0.15
0.8	3	0.0	4	4.0	0.15
0.8	4	0.0	5	4.0	0.15
0.8	5	0.00055	5	4.0	0.15
0.8	6	0.00015	6	4.0	0.15
0.8	7	0.00073	6	4.0	0.15
0.8	8	0.00223	6	4.0	0.15
0.8	9	0.00087	7	4.0	0.15
0.8	10	0.00192	7	4.0	0.15
0.8	11	0.0039	7	4.0	0.15
0.8	12	0.00726	7	4.0	0.15
0.8	13	0.00358	8	4.0	0.15
0.8	14	0.00569	8	4.0	0.15
0.8	15	0.00897	8	4.0	0.15
0.8	16	0.01374	8	4.0	0.15
0.8	17	0.00885	9	4.0	0.15
0.8	18	0.0117	9	4.0	0.15
0.8	19	0.0158	9	4.0	0.15
0.8	20	0.02141	9	4.0	0.15
0.8	21	0.02877	9	4.0	0.15
0.8	22	0.02183	10	4.0	0.15
0.8	23	0.02596	10	4.0	0.15
0.8	24	0.03163	10	4.0	0.15
0.8	25	0.039	10	4.0	0.15
0.8	26	0.04824	10	4.0	0.15
0.8	27	0.05946	10	4.0	0.15
0.8	28	0.04877	11	4.0	0.15
0.8	29	0.05486	11	4.0	0.15
0.8	30	0.06287	11	4.0	0.15
0.8	31	0.07288	11	4.0	0.15
0.8	32	0.08492	11	4.0	0.15
0.8	33	0.099	11	4.0	0.15
0.8	34	0.11508	11	4.0	0.15
0.8	35	0.09696	12	4.0	0.15
0.8	36	0.10591	12	4.0	0.15
0.8	37	0.11714	12	4.0	0.15
0.8	38	0.13056	12	4.0	0.15
0.8	39	0.14607	12	4.0	0.15
0.8	40	0.16355	12	4.0	0.15
0.8	41	0.18288	12	4.0	0.15
0.8	42	0.16266	13	4.0	0.15
0.8	43	0.17294	13	4.0	0.15
0.8	44	0.18575	13	4.0	0.15
0.8	45	0.20087	13	4.0	0.15
0.8	46	0.21808	13	4.0	0.15
0.8	47	0.23716	13	4.0	0.15
0.8	48	0.2579	13	4.0	0.15
0.8	49	0.24402	14	4.0	0.15
0.8	50	0.2534	14	4.0	0.15
0.8	51	0.26565	14	4.0	0.15
0.8	52	0.28042	14	4.0	0.15
0.8	53	0.29736	14	4.0	0.15
0.8	54	0.31618	14	4.0	0.15
0.8	55	0.33657	14	4.0	0.15
0.8	56	0.35827	14	4.0	0.15
0.8	57	0.3456	15	4.0	0.15
0.8	58	0.35484	15	4.0	0.15
0.8	59	0.36703	15	4.0	0.15
0.8	60	0.38168	15	4.0	0.15
0.8	61	0.39839	15	4.0	0.15
0.8	62	0.41677	15	4.0	0.15
0.8	63	0.43651	15	4.0	0.15
0.8	64	0.45728	15	4.0	0.15
0.8	65	0.4528	16	4.0	0.15
0.8	66	0.45997	16	4.0	0.15
0.8	67	0.47021	16	4.0	0.15
0.8	68	0.48296	16	4.0	0.15
0.8	69	0.49773	16	4.0	0.15
0.8	70	0.5141	16	4.0	0.15
0.8	71	0.5317	16	4.0	0.15
0.8	72	0.55022	16	4.0	0.15
0.8	73	0.56006	17	4.0	0.15
0.8	74	0.56353	17	4.0	0.15
0.8	75	0.57033	17	4.0	0.15
0.8	76	0.5798	17	4.0	0.15
0.8	77	0.59139	17	4.0	0.15
0.8	78	0.60464	17	4.0	0.15
0.8	79	0.61915	17	4.0	0.15
0.8	80	0.63456	17	4.0	0.15
0.8	81	0.65061	17	4.0	0.15
0.8	82	0.66217	18	4.0	0.15
0.8	83	0.66442	18	4.0	0.15
0.8	84	0.66965	18	4.0	0.15
0.8	85	0.67724	18	4.0	0.15
0.8	86	0.68667	18	4.0	0.15
0.8	87	0.69749	18	4.0	0.15
0.8	88	0.70934	18	4.0	0.15
0.8	89	0.72192	18	4.0	0.15
0.8	90	0.73496	18	4.0	0.15
0.8	91	0.75103	19	4.0	0.15
0.8	92	0.7514	19	4.0	0.15
0.8	93	0.75447	19	4.0	0.15
0.8	94	0.75968	19	4.0	0.15
0.8	95	0.76654	19	4.0	0.15
0.8	96	0.77463	19	4.0	0.15
0.8	97	0.78362	19	4.0	0.15
0.8	98	0.79325	19	4.0	0.15
0.8	99	0.80327	19	4.0	0.15
0.9	1	0.0	2	4.0	0.15
0.9	2	0.0	3	4.0	0.15
0.9	3	0.0	4	4.0	0.15
0.9	4	0.0	5	4.0	0.15
0.9	5	0.00075	5	4.0	0.15
0.9	6	0.00022	6	4.0	0.15
0.9	7	0.00105	6	4.0	0.15
0.9	8	0.00316	6	4.0	0.15
0.9	9	0.00132	7	4.0	0.15
0.9	10	0.00286	7	4.0	0.15
0.9	11	0.00572	7	4.0	0.15
0.9	12	0.01049	7	4.0	0.15
0.9	13	0.00548	8	4.0	0.15
0.9	14	0.00859	8	4.0	0.15
0.9	15	0.01334	8	4.0	0.15
0.9	16	0.02015	8	4.0	0.15
0.9	17	0.01368	9	4.0	0.15
0.9	18	0.01785	9	4.0	0.15
0.9	19	0.02378	9	4.0	0.15
0.9	20	0.0318	9	4.0	0.15
0.9	21	0.04215	9	4.0	0.15
0.9	22	0.03355	10	4.0	0.15
0.9	23	0.03941	10	4.0	0.15
0.9	24	0.04742	10	4.0	0.15
0.9	25	0.05776	10	4.0	0.15
0.9	26	0.07054	10	4.0	0.15
0.9	27	0.08584	10	4.0	0.15
0.9	28	0.07345	11	4.0	0.15
0.9	29	0.0817	11	4.0	0.15
0.9	30	0.09258	11	4.0	0.15
0.9	31	0.10609	11	4.0	0.15
0.9	32	0.12216	11	4.0	0.15
0.9	33	0.1407	11	4.0	0.15
0.9	34	0.16159	11	4.0	0.15
0.9	35	0.1414	12	4.0	0.15
0.9	36	0.15289	12	4.0	0.15
0.9	37	0.16735	12	4.0	0.15
0.9	38	0.18453	12	4.0	0.15
0.9	39	0.2042	12	4.0	0.15
0.9	40	0.22609	12	4.0	0.15
0.9	41	0.24995	12	4.0	0.15
0.9	42	0.22965	13	4.0	0.15
0.9	43	0.24195	13	4.0	0.15
0.9	44	0.25745	13	4.0	0.15
0.9	45	0.27572	13	4.0	0.15
0.9	46	0.29637	13	4.0	0.15
0.9	47	0.31902	13	4.0	0.15
0.9	48	0.34331	13	4.0	0.15
0.9	49	0.33331	14	4.0	0.15
0.9	50	0.34342	14	4.0	0.15
0.9	51	0.35712	14	4.0	0.15
0.9	52	0.37379	14	4.0	0.15
0.9	53	0.3929	14	4.0	0.15
0.9	54	0.41396	14	4.0	0.15
0.9	55	0.43655	14	4.0	0.15
0.9	56	0.46028	14	4.0	0.15
0.9	57	0.45333	15	4.0	0.15
